West Gear,02-01-2019,Northeast,Delaware,Wilmington,Women's Apparel,30,1404,42120,24010,57,Online
Sports Direct,02-01-2019,Southeast,Georgia,Atlanta,Women's Street Footwear,35,1711,59885,22760,38,Online
Sports Direct,02-01-2019,South,Alabama,Birmingham,Men's Street Footwear,45,1002,45090,17590,39,Online
Foot Locker,02-01-2019,Northeast,Delaware,Wilmington,Men's Apparel,65,1587,103155,46420,45,Outlet
Amazon,02-01-2019,South,Alabama,Birmingham,Women's Street Footwear,35,1081,37835,21190,56,Online
Foot Locker,02-01-2019,South,Louisiana,New Orleans,Men's Athletic Footwear,50,1113,55650,26710,48,In-store
Sports Direct,02-01-2019,Southeast,North Carolina,Charlotte,Women's Street Footwear,40,1381,55240,27620,50,Outlet
Amazon,02-01-2019,South,Mississippi,Jackson,Men's Street Footwear,35,1872,65520,38000,58,Online
West Gear,02-01-2019,South,Alabama,Birmingham,Men's Street Footwear,60,1107,66420,23250,35,In-store
Amazon,02-01-2019,Midwest,North Dakota,Fargo,Men's Athletic Footwear,60,1567,94020,52650,56,Online
West Gear,02-01-2019,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,35,1702,59570,22040,37,Online
Kohl's,02-01-2019,Midwest,Michigan,Detroit,Women's Athletic Footwear,55,1311,72105,30280,42,Outlet
West Gear,02-01-2019,Northeast,Massachusetts,Boston,Women's Apparel,65,1368,88920,35570,40,In-store
Kohl's,02-01-2019,Southeast,Georgia,Atlanta,Men's Athletic Footwear,35,1587,55545,27220,49,In-store
Sports Direct,02-01-2019,South,Texas,Dallas,Men's Apparel,40,1759,70360,27440,39,Online
Foot Locker,02-01-2019,Midwest,Montana,Billings,Men's Apparel,55,1061,58355,28590,49,In-store
West Gear,02-01-2019,West,Wyoming,Cheyenne,Men's Street Footwear,45,1208,54360,21200,39,In-store
Amazon,02-01-2019,West,Hawaii,Honolulu,Women's Apparel,45,1309,58905,33580,57,Online
Kohl's,02-01-2019,Southeast,North Carolina,Charlotte,Women's Apparel,60,1520,91200,53810,59,Outlet
Kohl's,02-01-2019,Northeast,Delaware,Wilmington,Men's Apparel,65,1042,67730,33860,50,In-store
West Gear,03-01-2019,Midwest,Missouri,St. Louis,Men's Apparel,70,1425,99750,31920,32,Online
Foot Locker,03-01-2019,South,Arkansas,Little Rock,Women's Street Footwear,40,1376,55040,17060,31,Outlet
Foot Locker,03-01-2019,South,Texas,Houston,Men's Athletic Footwear,35,1248,43680,20090,46,Online
Walmart,03-01-2019,Midwest,Ohio,Columbus,Women's Athletic Footwear,50,1313,65650,19700,30,Outlet
Walmart,03-01-2019,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,1752,96360,36620,38,Online
Kohl's,03-01-2019,South,Oklahoma,Oklahoma City,Women's Apparel,45,1810,81450,24440,30,Outlet
Foot Locker,03-01-2019,West,Alaska,Anchorage,Men's Street Footwear,65,1484,96460,37620,39,In-store
Kohl's,03-01-2019,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,30,1819,54570,28920,53,Online
Foot Locker,03-01-2019,Northeast,New Jersey,Newark,Men's Apparel,60,1335,80100,32040,40,Online
Sports Direct,03-01-2019,Southeast,Kentucky,Louisville,Women's Athletic Footwear,70,1639,114730,37860,33,Outlet
Amazon,03-01-2019,Southeast,South Carolina,Charleston,Men's Street Footwear,70,1968,137760,75770,55,Online
Amazon,03-01-2019,Southeast,Kentucky,Louisville,Men's Athletic Footwear,50,1610,80500,33810,42,Online
Foot Locker,03-01-2019,Midwest,Minnesota,Minneapolis,Men's Street Footwear,60,1262,75720,42400,56,In-store
Amazon,03-01-2019,West,Alaska,Anchorage,Men's Athletic Footwear,45,1793,80685,46800,58,Online
Walmart,03-01-2019,South,Arkansas,Little Rock,Women's Apparel,65,1332,86580,27710,32,Online
Walmart,03-01-2019,West,Hawaii,Honolulu,Women's Apparel,65,1743,113295,48720,43,In-store
Amazon,03-01-2019,Southeast,Kentucky,Louisville,Women's Athletic Footwear,30,1284,38520,19260,50,Online
West Gear,03-01-2019,Northeast,Massachusetts,Boston,Men's Street Footwear,35,1586,55510,24980,45,Online
Walmart,03-01-2019,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,50,1824,91200,36480,40,In-store
West Gear,03-01-2019,Northeast,Connecticut,Hartford,Women's Athletic Footwear,45,1348,60660,28510,47,Online
Walmart,03-01-2019,Midwest,Iowa,Des Moines,Men's Street Footwear,60,1185,71100,31280,44,Online
Kohl's,03-01-2019,Midwest,Ohio,Columbus,Women's Athletic Footwear,70,1971,137970,46910,34,Outlet
Walmart,03-01-2019,South,Alabama,Birmingham,Men's Street Footwear,40,1539,61560,36940,60,Outlet
West Gear,03-01-2019,Northeast,Maine,Portland,Men's Street Footwear,65,1444,93860,30970,33,In-store
West Gear,03-01-2019,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,1369,61605,20950,34,Outlet
Walmart,04-01-2019,Midwest,Michigan,Detroit,Men's Street Footwear,40,1224,48960,20560,42,Online
Walmart,04-01-2019,South,Mississippi,Jackson,Men's Apparel,65,1068,69420,25690,37,Online
West Gear,04-01-2019,West,Utah,Salt Lake City,Men's Athletic Footwear,50,1340,67000,38860,58,In-store
Amazon,04-01-2019,Northeast,West Virginia,Charleston,Men's Apparel,70,1849,129430,56950,44,Online
Amazon,04-01-2019,Southeast,South Carolina,Charleston,Men's Street Footwear,55,1592,87560,45530,52,Online
Walmart,04-01-2019,West,Nevada,Las Vegas,Women's Athletic Footwear,50,1938,96900,36820,38,Outlet
Amazon,04-01-2019,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35,1502,52570,16820,32,Online
West Gear,04-01-2019,Southeast,Florida,Orlando,Women's Athletic Footwear,35,1126,39410,20490,52,Online
Sports Direct,04-01-2019,West,Utah,Salt Lake City,Men's Street Footwear,50,1767,88350,34460,39,In-store
Walmart,04-01-2019,Northeast,Massachusetts,Boston,Men's Apparel,50,1393,69650,29950,43,Online
Amazon,04-01-2019,Southeast,Florida,Miami,Men's Apparel,55,1572,86460,29400,34,Online
Foot Locker,04-01-2019,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,60,1360,81600,25300,31,Outlet
Sports Direct,04-01-2019,Southeast,Kentucky,Louisville,Men's Athletic Footwear,40,1531,61240,27560,45,Outlet
Kohl's,04-01-2019,West,Idaho,Boise,Women's Athletic Footwear,55,1439,79145,42740,54,In-store
West Gear,04-01-2019,Southeast,Kentucky,Louisville,Women's Athletic Footwear,70,1354,94780,52130,55,Outlet
Sports Direct,04-01-2019,Midwest,Ohio,Columbus,Men's Athletic Footwear,55,1443,79365,27780,35,Online
Amazon,04-01-2019,South,Arkansas,Little Rock,Women's Athletic Footwear,45,1906,85770,47170,55,Online
West Gear,04-01-2019,Southeast,Georgia,Atlanta,Women's Apparel,65,1293,84045,26050,31,Outlet
West Gear,04-01-2019,South,Louisiana,New Orleans,Women's Apparel,55,1305,71775,30150,42,In-store
Walmart,04-01-2019,Northeast,New Jersey,Newark,Women's Athletic Footwear,40,1600,64000,21120,33,In-store
Kohl's,04-01-2019,Southeast,Georgia,Atlanta,Men's Street Footwear,55,1391,76505,25250,33,Online
Foot Locker,04-01-2019,Midwest,North Dakota,Fargo,Men's Athletic Footwear,60,1358,81480,41550,51,Online
Amazon,04-01-2019,Southeast,South Carolina,Charleston,Women's Street Footwear,40,1757,70280,33730,48,Online
West Gear,04-01-2019,Northeast,Rhode Island,Providence,Women's Athletic Footwear,55,1500,82500,43720,53,Online
Kohl's,04-01-2019,West,Wyoming,Cheyenne,Men's Apparel,65,1797,116805,70080,60,In-store
Walmart,05-01-2019,Southeast,Kentucky,Louisville,Women's Street Footwear,40,1194,47760,19580,41,In-store
Walmart,05-01-2019,West,Alaska,Anchorage,Men's Street Footwear,40,1748,69920,39160,56,Outlet
West Gear,05-01-2019,Southeast,South Carolina,Charleston,Men's Athletic Footwear,60,1578,94680,33140,35,Online
Foot Locker,05-01-2019,South,Tennessee,Knoxville,Men's Athletic Footwear,30,1475,44250,18140,41,Outlet
Sports Direct,05-01-2019,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,1946,97300,36970,38,Online
Foot Locker,05-01-2019,Northeast,Connecticut,Hartford,Men's Apparel,40,1936,77440,27100,35,In-store
Kohl's,05-01-2019,Midwest,Michigan,Detroit,Women's Athletic Footwear,50,1332,66600,35300,53,In-store
West Gear,05-01-2019,Southeast,Florida,Miami,Women's Street Footwear,55,1360,74800,35160,47,Online
West Gear,05-01-2019,Midwest,Michigan,Detroit,Women's Apparel,40,1540,61600,20940,34,In-store
Foot Locker,05-01-2019,Southeast,South Carolina,Charleston,Men's Athletic Footwear,35,1237,43295,24680,57,In-store
Kohl's,05-01-2019,Midwest,Montana,Billings,Women's Athletic Footwear,60,1935,116100,62690,54,Outlet
Kohl's,05-01-2019,South,Alabama,Birmingham,Men's Athletic Footwear,30,1435,43050,19370,45,In-store
Walmart,05-01-2019,Northeast,Rhode Island,Providence,Women's Athletic Footwear,50,1456,72800,24020,33,Outlet
West Gear,05-01-2019,South,Mississippi,Jackson,Women's Apparel,65,1096,71240,40610,57,Online
Walmart,05-01-2019,South,Alabama,Birmingham,Men's Apparel,40,1195,47800,22940,48,Online
Sports Direct,05-01-2019,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,50,1562,78100,34360,44,In-store
West Gear,05-01-2019,Northeast,Connecticut,Hartford,Men's Street Footwear,50,1966,98300,44240,45,Online
Kohl's,05-01-2019,Midwest,North Dakota,Fargo,Women's Apparel,40,1096,43840,21920,50,Outlet
Amazon,05-01-2019,West,Washington,Seattle,Women's Street Footwear,70,1561,109270,52450,48,Online
Kohl's,05-01-2019,Midwest,Kansas,Wichita,Men's Athletic Footwear,55,1000,55000,33000,60,In-store
Sports Direct,05-01-2019,Midwest,Minnesota,Minneapolis,Men's Apparel,55,1466,80630,30640,38,Online
West Gear,05-01-2019,West,Colorado,Denver,Men's Athletic Footwear,55,1814,99770,33920,34,Online
Amazon,05-01-2019,Midwest,Illinois,Chicago,Men's Street Footwear,30,1717,51510,22660,44,Online
Foot Locker,05-01-2019,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,40,1769,70760,37500,53,Outlet
Kohl's,05-01-2019,Southeast,South Carolina,Charleston,Women's Street Footwear,40,1287,51480,27280,53,Outlet
Foot Locker,06-01-2019,Midwest,Kansas,Wichita,Women's Apparel,65,1391,90415,30740,34,Online
Walmart,06-01-2019,Northeast,Connecticut,Hartford,Women's Street Footwear,40,1429,57160,33720,59,Outlet
Walmart,06-01-2019,Northeast,Maine,Portland,Women's Athletic Footwear,60,1448,86880,28670,33,Outlet
Sports Direct,06-01-2019,Northeast,West Virginia,Charleston,Men's Street Footwear,35,1466,51310,17960,35,In-store
West Gear,06-01-2019,Midwest,Ohio,Columbus,Men's Street Footwear,35,1556,54460,17430,32,Online
Sports Direct,06-01-2019,Southeast,Kentucky,Louisville,Men's Street Footwear,65,1382,89830,33240,37,In-store
West Gear,06-01-2019,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40,1820,72800,41500,57,Online
Foot Locker,06-01-2019,West,Wyoming,Cheyenne,Women's Street Footwear,35,1696,59360,23740,40,In-store
Foot Locker,06-01-2019,Midwest,Minnesota,Minneapolis,Men's Apparel,60,1724,103440,54820,53,Online
Foot Locker,06-01-2019,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,30,1094,32820,18380,56,In-store
Sports Direct,06-01-2019,West,New Mexico,Albuquerque,Women's Street Footwear,40,1277,51080,19920,39,In-store
Amazon,06-01-2019,West,California,Los Angeles,Men's Apparel,30,1940,58200,32590,56,Online
Sports Direct,06-01-2019,Midwest,Iowa,Des Moines,Men's Athletic Footwear,60,1303,78180,45340,58,Outlet
Kohl's,06-01-2019,Midwest,Iowa,Des Moines,Men's Street Footwear,40,1555,62200,26120,42,Online
West Gear,06-01-2019,South,Tennessee,Knoxville,Men's Street Footwear,60,1409,84540,31280,37,Online
Amazon,06-01-2019,Southeast,South Carolina,Charleston,Men's Athletic Footwear,30,1517,45510,21390,47,Online
Kohl's,06-01-2019,Midwest,Michigan,Detroit,Men's Athletic Footwear,60,1961,117660,68240,58,In-store
Foot Locker,06-01-2019,South,Arkansas,Little Rock,Men's Street Footwear,40,1628,65120,27350,42,Outlet
Amazon,06-01-2019,West,Nevada,Las Vegas,Women's Athletic Footwear,50,1132,56600,25470,45,Online
Kohl's,06-01-2019,Northeast,Maine,Portland,Men's Street Footwear,65,1648,107120,42850,40,In-store
Walmart,06-01-2019,Midwest,Illinois,Chicago,Men's Apparel,65,1197,77805,44350,57,In-store
Amazon,06-01-2019,Southeast,North Carolina,Charlotte,Women's Street Footwear,60,1880,112800,54140,48,Online
Sports Direct,06-01-2019,West,Arizona,Phoenix,Women's Street Footwear,30,1559,46770,21510,46,Online
Kohl's,06-01-2019,South,Alabama,Birmingham,Men's Apparel,40,1989,79560,44550,56,In-store
Sports Direct,06-01-2019,West,New Mexico,Albuquerque,Men's Apparel,45,1698,76410,26740,35,Online
West Gear,07-01-2019,Northeast,Connecticut,Hartford,Men's Apparel,50,1041,52050,27070,52,Outlet
West Gear,07-01-2019,Southeast,Virginia,Richmond,Men's Street Footwear,55,1238,68090,34730,51,In-store
Amazon,07-01-2019,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,65,1074,69810,23040,33,Online
Walmart,07-01-2019,South,Louisiana,New Orleans,Men's Street Footwear,50,1425,71250,39900,56,In-store
Sports Direct,07-01-2019,West,Nevada,Las Vegas,Women's Athletic Footwear,40,1672,66880,37450,56,Online
West Gear,07-01-2019,West,California,San Francisco,Men's Apparel,60,1515,90900,44540,49,In-store
Walmart,07-01-2019,South,Louisiana,New Orleans,Women's Street Footwear,55,1095,60225,34330,57,Outlet
Sports Direct,07-01-2019,South,Tennessee,Knoxville,Women's Street Footwear,65,1018,66170,27130,41,Online
Foot Locker,07-01-2019,West,Oregon,Portland,Women's Apparel,65,1919,124735,38670,31,In-store
Foot Locker,07-01-2019,Northeast,New York,Albany,Women's Apparel,65,1095,71175,37720,53,In-store
Walmart,07-01-2019,Northeast,Rhode Island,Providence,Women's Athletic Footwear,65,1754,114010,38760,34,Online
Kohl's,07-01-2019,West,Oregon,Portland,Men's Street Footwear,50,1627,81350,30100,37,In-store
Sports Direct,07-01-2019,Midwest,Montana,Billings,Women's Athletic Footwear,45,1630,73350,34470,47,Outlet
Amazon,07-01-2019,West,Colorado,Denver,Men's Athletic Footwear,60,1713,102780,33920,33,Online
Walmart,07-01-2019,South,Texas,Houston,Women's Apparel,35,1856,64960,27280,42,In-store
Kohl's,07-01-2019,West,Alaska,Anchorage,Women's Apparel,50,1636,81800,40080,49,Outlet
Kohl's,07-01-2019,Midwest,Montana,Billings,Women's Athletic Footwear,55,1803,99165,52560,53,Outlet
West Gear,07-01-2019,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,40,1193,47720,16220,34,Online
Sports Direct,07-01-2019,Northeast,Delaware,Wilmington,Women's Street Footwear,35,1428,49980,28990,58,In-store
Walmart,07-01-2019,West,Oregon,Portland,Men's Street Footwear,55,1443,79365,34130,43,Outlet
Sports Direct,07-01-2019,Southeast,South Carolina,Charleston,Men's Athletic Footwear,40,1442,57680,28840,50,Online
Sports Direct,07-01-2019,West,Idaho,Boise,Women's Street Footwear,40,1926,77040,29280,38,Outlet
Sports Direct,07-01-2019,Southeast,Florida,Orlando,Men's Street Footwear,40,1194,47760,27700,58,In-store
Sports Direct,07-01-2019,South,Arkansas,Little Rock,Men's Apparel,60,1190,71400,25700,36,Online
West Gear,07-01-2019,Northeast,Delaware,Wilmington,Men's Apparel,55,1987,109285,41530,38,Online
Foot Locker,08-01-2019,West,Arizona,Phoenix,Women's Apparel,35,1676,58660,18180,31,Outlet
Foot Locker,08-01-2019,West,Idaho,Boise,Men's Street Footwear,45,1792,80640,32260,40,Online
Sports Direct,08-01-2019,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,1318,65900,21750,33,Online
Foot Locker,08-01-2019,Northeast,New Jersey,Newark,Women's Athletic Footwear,65,1416,92040,40500,44,Outlet
Foot Locker,08-01-2019,Midwest,Minnesota,Minneapolis,Women's Street Footwear,55,1921,105655,62340,59,Online
Foot Locker,08-01-2019,Southeast,North Carolina,Charlotte,Men's Apparel,35,1574,55090,17630,32,Outlet
Foot Locker,08-01-2019,Northeast,New Hampshire,Manchester,Men's Apparel,45,1893,85185,32370,38,Online
Kohl's,08-01-2019,Southeast,Georgia,Atlanta,Women's Street Footwear,55,1541,84755,40680,48,In-store
West Gear,08-01-2019,Midwest,Missouri,St. Louis,Men's Athletic Footwear,60,1509,90540,47990,53,In-store
Sports Direct,08-01-2019,Southeast,Georgia,Atlanta,Women's Street Footwear,35,1140,39900,14360,36,Outlet
West Gear,08-01-2019,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,65,1884,122460,61230,50,Online
Walmart,08-01-2019,Midwest,Montana,Billings,Men's Athletic Footwear,40,1960,78400,25870,33,In-store
Kohl's,08-01-2019,West,Washington,Seattle,Men's Street Footwear,40,1752,70080,32240,46,Outlet
Sports Direct,08-01-2019,West,California,Los Angeles,Women's Street Footwear,35,1053,36855,16580,45,Online
Foot Locker,08-01-2019,Southeast,Georgia,Atlanta,Women's Street Footwear,65,1343,87295,36660,42,Online
Kohl's,08-01-2019,Southeast,Georgia,Atlanta,Men's Street Footwear,65,1048,68120,38150,56,Outlet
Amazon,08-01-2019,Northeast,Maryland,Baltimore,Women's Street Footwear,40,1454,58160,18610,32,Online
Amazon,08-01-2019,West,New Mexico,Albuquerque,Men's Apparel,65,1430,92950,52050,56,Online
Kohl's,08-01-2019,Northeast,Maryland,Baltimore,Women's Apparel,60,1827,109620,54810,50,Online
West Gear,08-01-2019,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,70,1289,90230,42410,47,Online
Kohl's,08-01-2019,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,1084,43360,22980,53,Online
Sports Direct,08-01-2019,Northeast,Massachusetts,Boston,Men's Athletic Footwear,65,1249,81185,31660,39,Outlet
Amazon,08-01-2019,West,Colorado,Denver,Men's Apparel,35,1000,35000,10850,31,Online
Foot Locker,08-01-2019,West,California,Los Angeles,Men's Athletic Footwear,30,1930,57900,21420,37,In-store
Walmart,08-01-2019,Midwest,North Dakota,Fargo,Men's Street Footwear,35,1309,45815,17410,38,In-store
Walmart,09-01-2019,Midwest,Illinois,Chicago,Men's Street Footwear,55,1358,74690,32120,43,Outlet
West Gear,09-01-2019,South,Alabama,Birmingham,Men's Apparel,55,1286,70730,22630,32,Online
West Gear,09-01-2019,Northeast,Rhode Island,Providence,Women's Apparel,60,1053,63180,35380,56,In-store
West Gear,09-01-2019,Northeast,Rhode Island,Providence,Men's Apparel,60,1256,75360,40690,54,In-store
Kohl's,09-01-2019,Northeast,Maryland,Baltimore,Women's Apparel,50,1633,81650,47360,58,Outlet
Sports Direct,09-01-2019,West,Nevada,Las Vegas,Women's Apparel,60,1712,102720,40060,39,In-store
Sports Direct,09-01-2019,Southeast,South Carolina,Charleston,Men's Apparel,30,1415,42450,22920,54,Online
West Gear,09-01-2019,Southeast,South Carolina,Charleston,Women's Apparel,65,1228,79820,47090,59,Outlet
Kohl's,09-01-2019,South,Louisiana,New Orleans,Women's Athletic Footwear,35,1826,63910,19810,31,Outlet
West Gear,09-01-2019,Midwest,Ohio,Columbus,Women's Street Footwear,65,1605,104325,36510,35,In-store
West Gear,09-01-2019,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,35,1069,37415,20950,56,Outlet
Amazon,09-01-2019,Midwest,Missouri,St. Louis,Women's Athletic Footwear,35,1138,39830,17530,44,Online
Sports Direct,09-01-2019,West,Oregon,Portland,Women's Apparel,50,1525,76250,35080,46,Outlet
Kohl's,09-01-2019,West,Arizona,Phoenix,Men's Athletic Footwear,60,1668,100080,31020,31,Online
Amazon,09-01-2019,Southeast,Virginia,Richmond,Men's Street Footwear,50,1577,78850,42580,54,Online
West Gear,09-01-2019,Southeast,North Carolina,Charlotte,Men's Street Footwear,70,1833,128310,70570,55,Online
Walmart,09-01-2019,South,Tennessee,Knoxville,Women's Street Footwear,40,1039,41560,15380,37,In-store
Kohl's,09-01-2019,West,Arizona,Phoenix,Women's Street Footwear,40,1313,52520,21010,40,In-store
West Gear,09-01-2019,Midwest,Missouri,St. Louis,Women's Street Footwear,65,1106,71890,40260,56,Outlet
Amazon,09-01-2019,South,Tennessee,Knoxville,Women's Street Footwear,65,1988,129220,43930,34,Online
Walmart,09-01-2019,Southeast,Virginia,Richmond,Women's Athletic Footwear,40,1848,73920,42130,57,Online
West Gear,09-01-2019,Midwest,North Dakota,Fargo,Women's Apparel,35,1181,41335,19840,48,Outlet
West Gear,09-01-2019,Southeast,Florida,Orlando,Women's Athletic Footwear,55,1667,91685,34840,38,Online
Amazon,09-01-2019,South,Arkansas,Little Rock,Women's Street Footwear,40,1333,53320,21860,41,Online
West Gear,09-01-2019,South,Alabama,Birmingham,Men's Athletic Footwear,45,1748,78660,45620,58,Outlet
Foot Locker,10-01-2019,Northeast,New York,New York,Men's Street Footwear,40,1404,56160,33700,60,Outlet
West Gear,10-01-2019,Midwest,Indiana,Indianapolis,Women's Street Footwear,65,1608,104520,55400,53,Outlet
Walmart,10-01-2019,Midwest,Iowa,Des Moines,Men's Street Footwear,30,1724,51720,20690,40,Online
West Gear,10-01-2019,Midwest,Ohio,Columbus,Men's Street Footwear,60,1988,119280,36980,31,Outlet
Sports Direct,10-01-2019,Midwest,Ohio,Columbus,Men's Athletic Footwear,65,1002,65130,35170,54,Online
West Gear,10-01-2019,Midwest,South Dakota,Sioux Falls,Women's Apparel,55,1059,58245,26210,45,Online
Walmart,10-01-2019,Southeast,Virginia,Richmond,Women's Street Footwear,40,1399,55960,18470,33,Online
Foot Locker,10-01-2019,Midwest,Illinois,Chicago,Men's Street Footwear,30,1132,33960,16300,48,In-store
Foot Locker,10-01-2019,Midwest,Iowa,Des Moines,Men's Athletic Footwear,65,1178,76570,31390,41,Outlet
Walmart,10-01-2019,Midwest,Missouri,St. Louis,Women's Street Footwear,70,1512,105840,61390,58,Outlet
Walmart,10-01-2019,West,Hawaii,Honolulu,Women's Street Footwear,30,1732,51960,16630,32,In-store
Walmart,10-01-2019,Southeast,Georgia,Atlanta,Men's Apparel,65,1935,125775,69180,55,In-store
Kohl's,10-01-2019,South,Louisiana,New Orleans,Men's Athletic Footwear,65,1832,119080,64300,54,Outlet
West Gear,10-01-2019,West,Nevada,Las Vegas,Men's Athletic Footwear,35,1597,55895,30740,55,Outlet
Kohl's,10-01-2019,Northeast,Vermont,Burlington,Men's Apparel,50,1835,91750,44040,48,In-store
West Gear,10-01-2019,Northeast,Delaware,Wilmington,Women's Athletic Footwear,35,1083,37905,12130,32,Online
Walmart,10-01-2019,Northeast,Vermont,Burlington,Men's Athletic Footwear,50,1073,53650,30040,56,Outlet
West Gear,10-01-2019,South,Texas,Houston,Men's Athletic Footwear,40,1777,71080,32700,46,Outlet
Sports Direct,10-01-2019,South,Tennessee,Knoxville,Women's Athletic Footwear,55,1315,72325,26760,37,Outlet
Sports Direct,10-01-2019,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,40,1653,66120,38350,58,Online
West Gear,10-01-2019,West,California,San Francisco,Men's Athletic Footwear,40,1151,46040,20720,45,In-store
Foot Locker,10-01-2019,Southeast,North Carolina,Charlotte,Men's Apparel,45,1571,70695,29690,42,In-store
West Gear,10-01-2019,Midwest,Minnesota,Minneapolis,Men's Street Footwear,55,1798,98890,39560,40,Online
West Gear,10-01-2019,Southeast,Virginia,Richmond,Men's Street Footwear,55,1627,89485,40270,45,In-store
Walmart,10-01-2019,Southeast,Florida,Orlando,Women's Athletic Footwear,50,1378,68900,41340,60,Online
Kohl's,11-01-2019,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,40,1796,71840,24430,34,In-store
Foot Locker,11-01-2019,West,Idaho,Boise,Men's Apparel,35,1807,63245,22140,35,Outlet
Kohl's,11-01-2019,Northeast,Connecticut,Hartford,Women's Apparel,70,1639,114730,47040,41,Outlet
West Gear,11-01-2019,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,70,1707,119490,71690,60,Outlet
Walmart,11-01-2019,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,60,1603,96180,57710,60,In-store
Amazon,11-01-2019,South,Tennessee,Knoxville,Women's Apparel,65,1661,107965,64780,60,Online
